# ----------------------------------------------------------------------------------------------------------------------------------------------
# Question 1
# For every year after 1995 print the difference between the money spent to create the movie and the revenue of the movie.
# ----------------------------------------------------------------------------------------------------------------------------------------------

+------+-----------------------------------------------------------------------------------+----------+
|Id    |Movie                                                                              |Return    |
|2046  |The Gift                                                                           |2008642   |
|8358  |Cast Away                                                                          |339632142 |
|25520 |The House of Mirth                                                                 |-4835596  |
|1493  |Miss Congeniality                                                                  |167000000 |
|134   |O Brother Where Art Thou?                                                          |45868327  |
|10577 |Dracula 2000                                                                       |5000337   |
|11973 |Thirteen Days                                                                      |-45433254 |
|1900  |Traffic                                                                            |159515725 |
|10873 |Shadow of the Vampire                                                              |279017    |
|9989  |Antitrust                                                                          |-11804390 |
|9816  |Save the Last Dance                                                                |78038276  |
|20637 |Panic                                                                              |-220863   |
|5955  |The Pledge                                                                         |-5600000  |
|16723 |Sugar & Spice                                                                      |2276953   |
|2018  |The Wedding Planner                                                                |59728529  |
|24940 |Head Over Heels                                                                    |-3575530  |
|9740  |Hannibal                                                                           |264692268 |
|10878 |Saving Silverman                                                                   |-2648431  |
|19405 |Recess: School's Out                                                               |34460850  |
|1921  |Sweet November                                                                     |25754228  |
|23685 |Monkeybone                                                                         |-69590483 |
|12138 |3000 Miles to Graceland                                                            |-43279825 |
|6073  |The Mexican                                                                        |90845033  |
|82103 |Eu Tu Eles                                                                         |170806    |
|2749  |15 Minutes                                                                         |-3640020  |
|853   |Enemy at the Gates                                                                 |28976270  |
|10877 |Exit Wounds                                                                        |29958599  |
|77    |Memento                                                                            |30723096  |
|10054 |Spy Kids                                                                           |112934180 |
|10646 |Tomcats                                                                            |12430766  |
|2575  |The Tailor of Panama                                                               |7008462   |
|55    |Amores perros                                                                      |18908467  |
|2043  |Along Came a Spider                                                                |45178561  |
|4133  |Blow                                                                               |30282296  |
|10991 |Pokémon 3: The Movie                                                               |52411275  |
|26791 |Brigham City                                                                       |-147794   |
|634   |Bridget Jones's Diary                                                              |256929795 |
|10956 |Joe Dirt                                                                           |13287695  |
|9290  |Crocodile Dundee in Los Angeles                                                    |18288674  |
|10477 |Driven                                                                             |-39255262 |
|24113 |Town & Country                                                                     |-79627709 |
|1734  |The Mummy Returns                                                                  |335013274 |
|9476  |A Knight's Tale                                                                    |52487473  |
|5852  |Angel Eyes                                                                         |-23300000 |
|808   |Shrek                                                                              |424409218 |
|824   |Moulin Rouge!                                                                      |126713434 |
|676   |Pearl Harbor                                                                       |309220945 |
|11090 |The Animal                                                                         |62772742  |
|9397  |Evolution                                                                          |18376292  |
|9705  |Swordfish                                                                          |45080413  |
|10865 |Atlantis: The Lost Empire                                                          |66053725  |
|1995  |Lara Croft: Tomb Raider                                                            |159703340 |
|10808 |Dr. Dolittle 2                                                                     |106104344 |
|9799  |The Fast and the Furious                                                           |169283925 |
|644   |A.I. Artificial Intelligence                                                       |135926552 |
|16161 |Baby Boy                                                                           |13381649  |
|10691 |Crazy/Beautiful                                                                    |3929123   |
|10992 |Cats & Dogs                                                                        |33375151  |
|2140  |Kiss of the Dragon                                                                 |39437847  |
|4248  |Scary Movie 2                                                                      |96220678  |
|2114  |Final Fantasy: The Spirits Within                                                  |-51868170 |
|8835  |Legally Blonde                                                                     |123774679 |
|11371 |The Score                                                                          |3069884   |
|15745 |Made                                                                               |476060    |
|110428|Camille Claudel 1915                                                               |-3396594  |
|331   |Jurassic Park III                                                                  |275780809 |
|327   |Brother                                                                            |3250000   |
|869   |Planet of the Apes                                                                 |262211740 |
|36095 |キュア                                                                             |79000     |
|196859|Jackpot                                                                            |-356281   |
|2171  |Wet Hot American Summer                                                            |-4704794  |
|2057  |Original Sin                                                                       |-6597680  |
|9880  |The Princess Diaries                                                               |128335153 |
|5175  |Rush Hour 2                                                                        |257325802 |
|2770  |American Pie 2                                                                     |257553595 |
|12610 |Osmosis Jones                                                                      |-61403089 |
|13496 |American Outlaws                                                                   |-21321087 |
|10972 |Session 9                                                                          |-1126033  |
|1722  |Captain Corelli's Mandolin                                                         |5112895   |
|9896  |Rat Race                                                                           |37498534  |
|2294  |Jay and Silent Bob Strike Back                                                     |11788161  |
|10016 |Ghosts of Mars                                                                     |-13989168 |
|26602 |Summer Catch                                                                       |-14306109 |
|8922  |Jeepers Creepers                                                                   |49217789  |
|11370 |The Musketeer                                                                      |-12946185 |
|12508 |Rock Star                                                                          |-40008098 |
|18734 |L.I.E. Long Island Expressway                                                      |967192    |
|2176  |The Glass House                                                                    |-6380391  |
|20857 |Hardball                                                                           |8222729   |
|2185  |Big Trouble                                                                        |-31506110 |
|10696 |Glitter                                                                            |-16728334 |
|2034  |Training Day                                                                       |59876233  |
|31016 |Sidewalks of New York                                                              |1402459   |
|12103 |Don't Say a Word                                                                   |50020092  |
|11313 |Hearts in Atlantis                                                                 |-6814219  |
|9398  |Zoolander                                                                          |32780981  |
|10866 |Joy Ride                                                                           |13642838  |
|34549 |Max Keeble's Big Move                                                              |5292381   |
|9778  |Serendipity                                                                        |49516304  |
|3172  |Bandits                                                                            |-7368097  |
|17708 |Corky Romano                                                                       |12978402  |
|1018  |Mulholland Drive                                                                   |5117339   |
|11380 |Bones                                                                              |-2683342  |
|768   |From Hell                                                                          |39558115  |
|2100  |The Last Castle                                                                    |-44357293 |
|11091 |Riding in Cars with Boys                                                           |-12256692 |
|167   |K-PAX                                                                              |2315140   |
|141   |Donnie Darko                                                                       |-4729478  |
|11456 |Domestic Disturbance                                                               |-20750706 |
|585   |Monsters Inc.                                                                      |447816256 |
|10796 |The One                                                                            |23700000  |
|23949 |Tape                                                                               |390475    |
|9889  |Shallow Hal                                                                        |101069860 |
|13408 |The Wash                                                                           |3229331   |
|671   |Harry Potter and the Philosopher's Stone                                           |851475550 |
|20794 |Novocaine                                                                          |-3974762  |
|14369 |Out Cold                                                                           |-9217324  |
|1535  |Spy Game                                                                           |51049560  |
|1433  |El espinazo del diablo                                                             |1959020   |
|8007  |Behind Enemy Lines                                                                 |51753202  |
|161   |Ocean's Eleven                                                                     |365717150 |
|194   |Le fabuleux destin d'Amélie Poulain                                                |163921954 |
|11397 |Not Another Teen Movie                                                             |50468332  |
|1903  |Vanilla Sky                                                                        |135388341 |
|9428  |The Royal Tenenbaums                                                               |50441250  |
|8386  |How High                                                                           |19155435  |
|12589 |Jimmy Neutron: Boy Genius                                                          |55936232  |
|120   |The Lord of the Rings: The Fellowship of the Ring                                  |778368364 |
|11086 |The Majestic                                                                       |-34682442 |
|453   |A Beautiful Mind                                                                   |253542341 |
|8489  |Ali                                                                                |-19286175 |
|855   |Black Hawk Down                                                                    |80989651  |
|5279  |Gosford Park                                                                       |67954044  |
|10950 |I Am Sam                                                                           |70542418  |
|1365  |Monster's Ball                                                                     |40909486  |
|24206 |Silent Trigger                                                                     |-14923618 |
|6312  |Le Pacte des loups                                                                 |41752904  |
|11362 |The Count of Monte Cristo                                                          |40395048  |
|2637  |The Mothman Prophecies                                                             |23157539  |
|10229 |A Walk to Remember                                                                 |30227069  |
|50819 |American Adobo                                                                     |-340      |
|9606  |Metropolis                                                                         |81289342  |
|20009 |Slackers                                                                           |-7586085  |
|11870 |Big Fat Liar                                                                       |37970014  |
|9884  |Collateral Damage                                                                  |-6617567  |
|17130 |Crossroads                                                                         |49141030  |
|10592 |Hart's War                                                                         |-37712956 |
|8470  |John Q                                                                             |66244770  |
|16690 |Return to Never Land                                                               |89862682  |
|39939 |Super Troopers                                                                     |15492362  |
|10052 |Dragonfly                                                                          |-7677600  |
|11979 |Queen of the Damned                                                                |10479110  |
|10590 |We Were Soldiers                                                                   |39660784  |
|13950 |All About the Benjamins                                                            |11482931  |
|2135  |The Time Machine                                                                   |43729176  |
|15186 |Full Frontal                                                                       |506446    |
|425   |Ice Age                                                                            |324257136 |
|1576  |Resident Evil                                                                      |69984862  |
|5851  |Showtime                                                                           |-7258268  |
|15647 |Kissing Jessica Stein                                                              |9013424   |
|1391  |Y tu mamá también                                                                  |28616692  |
|36586 |Blade II                                                                           |101010032 |
|15028 |Clockstoppers                                                                      |12793283  |
|4547  |Panic Room                                                                         |148397415 |
|14635 |The Rookie                                                                         |55597042  |
|1791  |La Pianiste                                                                        |6801375   |
|11560 |High Crimes                                                                        |21781810  |
|11452 |National Lampoon’s Van Wilder                                                      |33275483  |
|1537  |Changing Lanes                                                                     |49935764  |
|12149 |Frailty                                                                            |2110448   |
|11812 |The Sweetest Thing                                                                 |25696770  |
|35080 |The Cat's Meow                                                                     |-3353006  |
|441   |Human Nature                                                                       |-5294692  |
|8346  |My Big Fat Greek Wedding                                                           |363744044 |
|11892 |Murder by Numbers                                                                  |6714147   |
|9334  |The Scorpion King                                                                  |105333180 |
|11470 |Jason X                                                                            |5951798   |
|16643 |Life or Something Like It                                                          |-23127329 |
|11468 |Salton Sea                                                                         |-17323302 |
|19085 |Vulgar                                                                             |-105096   |
|557   |Spider-Man                                                                         |682708551 |
|2251  |Unfaithful                                                                         |69137784  |
|245   |About a Boy                                                                        |102000000 |
|1894  |Star Wars: Episode II - Attack of the Clones                                       |529398328 |
|4012  |The Believer                                                                       |-1083075  |
|1957  |Enough                                                                             |13801187  |
|320   |Insomnia                                                                           |67714830  |
|9023  |Spirit: Stallion of the Cimarron                                                   |42563539  |
|4614  |The Sum of All Fears                                                               |125000000 |
|12277 |Undercover Brother                                                                 |16604473  |
|3132  |Bad Company                                                                        |-4022705  |
|13245 |Atanarjuat                                                                         |1852801   |
|2501  |The Bourne Identity                                                                |154034224 |
|9637  |Scooby-Doo                                                                         |191650703 |
|12100 |Windtalkers                                                                        |-37371735 |
|11544 |Lilo & Stitch                                                                      |65771527  |
|180   |Minority Report                                                                    |256372926 |
|2022  |Mr. Deeds                                                                          |121269535 |
|50035 |Lovely & Amazing                                                                   |3936931   |
|608   |Men in Black II                                                                    |301818803 |
|59387 |The Powerpuff Girls Movie                                                          |1411644   |
|6278  |Reign of Fire                                                                      |-16938018 |
|4147  |Road to Perdition                                                                  |101001478 |
|11442 |Halloween: Resurrection                                                            |24664855  |
|8665  |K-19: The Widowmaker                                                               |-64831034 |
|10996 |Stuart Little 2                                                                    |49956806  |
|818   |Austin Powers in Goldmember                                                        |233655431 |
|29047 |The Kid Stays in the Picture                                                       |1394436   |
|45861 |幸福时光                                                                           |-1659907  |
|39141 |Tadpole                                                                            |2741288   |
|2675  |Signs                                                                              |336247917 |
|9488  |Spy Kids 2: The Island of Lost Dreams                                              |81723358  |
|9962  |The Good Girl                                                                      |8856124   |
|9573  |Blood Work                                                                         |-23800483 |
|7451  |xXx                                                                                |207448382 |
|20337 |Martin Lawrence Live: Runteldat                                                    |16184015  |
|11692 |The Adventures of Pluto Nash                                                       |-92896027 |
|9266  |Blue Crush                                                                         |26842679  |
|8653  |섬                                                                                 |-28925    |
|30072 |Possession                                                                         |-14886267 |
|9357  |One Hour Photo                                                                     |40223306  |
|12771 |Serving Sara                                                                       |-12069815 |
|15070 |Undisputed                                                                         |-7601372  |
|9544  |FearDotCom                                                                         |-21097985 |
|13536 |City By The Sea                                                                    |-17566085 |
|20616 |Swimfan                                                                            |25911240  |
|10611 |Barbershop                                                                         |63781642  |
|4108  |The Transporter                                                                    |22928932  |
|9685  |Igby Goes Down                                                                     |-4222535  |
|10550 |Ballistic: Ecks vs. Sever                                                          |-50075967 |
|9093  |The Four Feathers                                                                  |-5117355  |
|9039  |Trapped                                                                            |-23083131 |
|11013 |Secretary                                                                          |5304609   |
|129   |千と千尋の神隠し                                                                   |259925095 |
|11529 |Sweet Home Alabama                                                                 |150622424 |
|31005 |Moonlight Mile                                                                     |-10988950 |
|9533  |Red Dragon                                                                         |131196298 |
|37964 |Brown Sugar                                                                        |19362712  |
|7501  |Knockaround Guys                                                                   |-3000000  |
|13768 |Tuck Everlasting                                                                   |4158074   |
|1430  |Bowling for Columbine                                                              |31564473  |
|8051  |Punch-Drunk Love                                                                   |-8000000  |
|12779 |Swept Away                                                                         |-9401355  |
|15992 |Abandon                                                                            |-14280643 |
|1613  |The 51st State                                                                     |-14       |
|565   |The Ring                                                                           |201348933 |
|14112 |Auto Focus                                                                         |-4937934  |
|21925 |Naqoyqatsi                                                                         |-2986692  |
|9645  |Ghost Ship                                                                         |33349884  |
|9012  |Jackass: The Movie                                                                 |59282312  |
|31668 |All The Queen's Men                                                                |-14977000 |
|1360  |Frida                                                                              |44298474  |
|8427  |I Spy                                                                              |-36438863 |
|9021  |The Santa Clause 2                                                                 |107855065 |
|13526 |The Weight of Water                                                                |-15890870 |
|9280  |Femme Fatale                                                                       |-18161090 |
|65    |8 Mile                                                                             |174000000 |
|10712 |Far from Heaven                                                                    |15527914  |
|672   |Harry Potter and the Chamber of Secrets                                            |776688482 |
|34341 |Men with Brooms                                                                    |-3254130  |
|36669 |Die Another Day                                                                    |291971116 |
|10426 |Friday After Next                                                                  |13526835  |
|8198  |The Quiet American                                                                 |-2325876  |
|64    |Hable con ella                                                                     |41716081  |
|15074 |Extreme Ops                                                                        |-29040525 |
|2103  |Solaris                                                                            |-16997242 |
|9016  |Treasure Planet                                                                    |-30421885 |
|9932  |Analyze That                                                                       |-4996865  |
|13369 |Empire                                                                             |14591272  |
|2757  |Adaptation.                                                                        |13801173  |
|7299  |Equilibrium                                                                        |-14640355 |
|13497 |Drumline                                                                           |37588485  |
|7303  |Maid in Manhattan                                                                  |99906693  |
|201   |Star Trek: Nemesis                                                                 |7312826   |
|2755  |About Schmidt                                                                      |75834556  |
|121   |The Lord of the Rings: The Two Towers                                              |847287400 |
|1429  |25th Hour                                                                          |-1939157  |
|13435 |Antwone Fisher                                                                     |10867586  |
|3131  |Gangs of New York                                                                  |93772504  |
|2642  |Two Weeks Notice                                                                   |33354918  |
|11022 |Narc                                                                               |6133747   |
|81048 |Running Time                                                                       |-128404   |
|640   |Catch Me If You Can                                                                |300114312 |
|10599 |Pinocchio                                                                          |1323171   |
|1574  |Chicago                                                                            |261776732 |
|590   |The Hours                                                                          |16597830  |
|423   |The Pianist                                                                        |85072577  |
|4912  |Confessions of a Dangerous Mind                                                    |3013805   |
|12090 |Just Married                                                                       |83564935  |
|9582  |A Guy Thing                                                                        |-2567837  |
|598   |Cidade de Deus                                                                     |27341770  |
|12253 |Biker Boyz                                                                         |-489399   |
|9358  |Final Destination 2                                                                |64426405  |
|10894 |May                                                                                |-349723   |
|9919  |How to Lose a Guy in 10 Days                                                       |127371441 |
|6038  |Shanghai Knights                                                                   |38323487  |
|9480  |Daredevil                                                                          |101179718 |
|14873 |The Jungle Book 2                                                                  |115680000 |
|4911  |Dark Blue                                                                          |-5762530  |
|16072 |Gods and Generals                                                                  |-43076064 |
|11615 |The Life of David Gale                                                             |-11044402 |
|11635 |Old School                                                                         |63055349  |
|10623 |Cradle 2 the Grave                                                                 |31489558  |
|10678 |Bringing Down the House                                                            |112675402 |
|9567  |Tears of the Sun                                                                   |15632458  |
|455   |Bend It Like Beckham                                                               |73078482  |
|10632 |The Hunted                                                                         |-20765992 |
|2671  |リング                                                                             |7490429   |
|9669  |リング 2                                                                           |12686644  |
|9557  |Boat Trip                                                                          |-11413624 |
|6171  |Dreamcatcher                                                                       |7715436   |
|10782 |Basic                                                                              |-7207439  |
|9341  |The Core                                                                           |14208267  |
|25461 |Raising Victor Vargas                                                              |2016116   |
|8409  |A Man Apart                                                                        |8350926   |
|1817  |Phone Booth                                                                        |84837138  |
|21052 |Levity                                                                             |-7290849  |
|9506  |Anger Management                                                                   |120745823 |
|24982 |Ghosts of the Abyss                                                                |4040871   |
|2662  |House of 1000 Corpses                                                              |9829545   |
|13370 |A Mighty Wind                                                                      |12750246  |
|11516 |Le peuple migrateur                                                                |-15649317 |
|16651 |The Other Side of Heaven                                                           |-2279629  |
|2832  |Identity                                                                           |60259536  |
|72996 |Dom durakov                                                                        |-2442138  |
|18736 |The Lizzie McGuire Movie                                                           |38534455  |
|36658 |X2                                                                                 |297711549 |
|46989 |Blue Car                                                                           |-536000   |
|10708 |Daddy Day Care                                                                     |104433867 |
|604   |The Matrix Reloaded                                                                |588599701 |
|10720 |Down with Love                                                                     |-14701793 |
|1555  |L'Auberge espagnole                                                                |-1402201  |
|310   |Bruce Almighty                                                                     |404572835 |
|12    |Finding Nemo                                                                       |846335536 |
|9654  |The Italian Job                                                                    |116070171 |
|9902  |Wrong Turn                                                                         |16050575  |
|584   |2 Fast 2 Furious                                                                   |160350661 |
|1088  |Whale Rider                                                                        |33400000  |
|10152 |Dumb and Dumberer: When Harry Met Lloyd                                            |20267515  |
|31246 |From Justin to Kelly                                                               |-7077834  |
|11375 |Hollywood Homicide                                                                 |-23857341 |
|17813 |Alex & Emma                                                                        |-14631103 |
|170   |28 Days Later                                                                      |77719885  |
|9471  |Charlie's Angels: Full Throttle                                                    |139175788 |
|1927  |Hulk                                                                               |108360480 |
|10327 |Legally Blonde 2: Red White & Blonde                                               |79914842  |
|14411 |Sinbad: Legend of the Seven Seas                                                   |-33711680 |
|296   |Terminator 3: Rise of the Machines                                                 |235000000 |
|302   |Swimming Pool                                                                      |14641323  |
|22    |Pirates of the Caribbean: The Curse of the Black Pearl                             |515011224 |
|8698  |The League of Extraordinary Gentlemen                                              |101265204 |
|8961  |Bad Boys II                                                                        |143339556 |
|9486  |Johnny English                                                                     |120583018 |
|1996  |Lara Croft Tomb Raider: The Cradle of Life                                         |61505388  |
|4464  |Seabiscuit                                                                         |61336445  |
|12279 |Spy Kids 3-D: Game Over                                                            |159011982 |
|54580 |Los lunes al sol                                                                   |-3853598  |
|8273  |American Wedding                                                                   |176449203 |
|8046  |Gigli                                                                              |-46733791 |
|10330 |Freaky Friday                                                                      |84230332  |
|9257  |S.W.A.T.                                                                           |36643346  |
|6466  |Freddy vs. Jason                                                                   |84908830  |
|2055  |Open Range                                                                         |46296293  |
|14926 |Uptown Girls                                                                       |17095657  |
|10923 |Agent Cody Banks                                                                   |30795814  |
|32316 |Marci X                                                                            |-18324294 |
|11351 |Jeepers Creepers 2                                                                 |46102666  |
|9616  |The Order                                                                          |-23439194 |
|1415  |Party Monster                                                                      |-4257102  |
|11547 |Cabin Fever                                                                        |29053394  |
|7270  |Matchstick Men                                                                     |3565672   |
|1428  |Once Upon a Time in Mexico                                                         |69185582  |
|153   |Lost in Translation                                                                |115723856 |
|22309 |The Fighting Temptations                                                           |15238577  |
|277   |Underworld                                                                         |73708457  |
|7288  |Duplex                                                                             |-20677865 |
|10159 |The Rundown                                                                        |-4083508  |
|10934 |Under the Tuscan Sun                                                               |40878723  |
|321   |Mambo Italiano                                                                     |-1330097  |
|9662  |Les triplettes de Belleville                                                       |-6522324  |
|19666 |लगान                                                                               |2900000   |
|10881 |Avalon                                                                             |826094    |
|2116  |Out of Time                                                                        |5495563   |
|1584  |School of Rock                                                                     |96282949  |
|2056  |The Station Agent                                                                  |8179814   |
|4997  |Wonderland                                                                         |-2533556  |
|322   |Mystic River                                                                       |131822020 |
|11059 |House of the Dead                                                                  |6818181   |
|11775 |Intolerable Cruelty                                                                |59940815  |
|24    |Kill Bill: Vol. 1                                                                  |150949000 |
|11329 |Runaway Jury                                                                       |20154140  |
|9373  |The Texas Chainsaw Massacre                                                        |97571655  |
|28200 |Sylvia                                                                             |3000000   |
|10629 |Veronica Guerin                                                                    |-15430082 |
|10944 |In the Cut                                                                         |-11999977 |
|13920 |Radio                                                                              |20277485  |
|4256  |Scary Movie 3                                                                      |172673217 |
|1807  |Elephant                                                                           |7012022   |
|13537 |Shattered Glass                                                                    |-3055248  |
|605   |The Matrix Revolutions                                                             |274988211 |
|10719 |Elf                                                                                |141398518 |
|508   |Love Actually                                                                      |204931766 |
|10715 |Looney Tunes: Back in Action                                                       |-11485156 |
|8619  |Master and Commander: The Far Side of the World                                    |62011111  |
|21525 |Tupac: Resurrection                                                                |7508524   |
|4970  |Gothika                                                                            |101591324 |
|470   |21 Grams                                                                           |40427839  |
|11042 |Les Invasions barbares                                                             |-4567658  |
|10147 |Bad Santa                                                                          |53488889  |
|10756 |The Haunted Mansion                                                                |92290266  |
|9562  |Timeline                                                                           |-36064237 |
|3176  |バトル・ロワイアル                                                                 |20500000  |
|79    |英雄                                                                               |146394432 |
|10028 |Honey                                                                              |44646763  |
|616   |The Last Samurai                                                                   |316758981 |
|587   |Big Fish                                                                           |52919055  |
|6964  |Something's Gotta Give                                                             |186728738 |
|1792  |Stuck on You                                                                       |-21171682 |
|122   |The Lord of the Rings: The Return of the King                                      |1024888979|
|8696  |Calendar Girls                                                                     |86542059  |
|11093 |House of Sand and Fog                                                              |442795    |
|504   |Monster                                                                            |52378584  |
|11007 |Cheaper by the Dozen                                                               |150212113 |
|2289  |Cold Mountain                                                                      |94013509  |
|9620  |Paycheck                                                                           |36269812  |
|10601 |Peter Pan                                                                          |21975011  |
|52036 |The Company                                                                        |-12718415 |
|14844 |Chasing Liberty                                                                    |-22999988 |
|5966  |Along Came Polly                                                                   |129963386 |
|10718 |Torque                                                                             |6546197   |
|1954  |The Butterfly Effect                                                               |83060858  |
|13476 |Win a Date with Tad Hamilton!                                                      |-19902    |
|12634 |The Big Bounce                                                                     |-43191450 |
